충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
이마트 포천점,2층 주차장,경기도,휴무일,10:00,22:00,Y,Y,,1,1,N,경기도 포천시 호국로 915,,중앙제어,031-960-6828,37.8477493,127.1604632,2020-06-30,5600000,경기도 포천시
평촌아크로타워,"경기도 안양시 동안구 시민대로 230 (관양동, 평촌아크로타워) 지하 5층",경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 안양시 동안구 시민대로 230 (관양동, 평촌아크로타워) 지하 5층",-,케이티,1522-0123,37.39231247,126.9565033,2020-08-11,3830000,경기도 안양시
평촌아크로타워,"경기도 안양시 동안구 시민대로 230 (관양동, 평촌아크로타워) 지하 5층",경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 안양시 동안구 시민대로 230 (관양동, 평촌아크로타워) 지하 5층",-,케이티,1522-0123,37.39231247,126.9565033,2020-08-11,3830000,경기도 안양시
평촌아크로타워,"경기도 안양시 동안구 시민대로 230 (관양동, 평촌아크로타워) 지하 5층",경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 안양시 동안구 시민대로 230 (관양동, 평촌아크로타워) 지하 5층",-,케이티,1522-0123,37.39231247,126.9565033,2020-08-11,3830000,경기도 안양시
석수아이파크아파트,"경기도 안양시 만안구 충훈로 51 (석수동, 석수아이파크)",경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 안양시 만안구 충훈로 51 (석수동, 석수아이파크)",-,케이티,1522-0123,37.40568365,126.9022505,2020-08-11,3830000,경기도 안양시
석수아이파크아파트,"경기도 안양시 만안구 충훈로 51 (석수동, 석수아이파크)",경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 안양시 만안구 충훈로 51 (석수동, 석수아이파크)",-,케이티,1522-0123,37.40568365,126.9022505,2020-08-11,3830000,경기도 안양시
석수아이파크아파트,"경기도 안양시 만안구 충훈로 51 (석수동, 석수아이파크)",경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 안양시 만안구 충훈로 51 (석수동, 석수아이파크)",-,케이티,1522-0123,37.40568365,126.9022505,2020-08-11,3830000,경기도 안양시
석수아이파크아파트,"경기도 안양시 만안구 충훈로 51 (석수동, 석수아이파크)",경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 안양시 만안구 충훈로 51 (석수동, 석수아이파크)",-,케이티,1522-0123,37.40568365,126.9022505,2020-08-11,3830000,경기도 안양시
대우남서울서비스,경기도 안양시 동안구 시민대로 402 (평촌동),경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 안양시 동안구 시민대로 402 (평촌동),-,케이티,1522-0123,37.39589303,126.9747753,2020-08-11,3830000,경기도 안양시
도척면행정복지센터,주차장,경기도,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 광주시 도척면 노곡로 20,경기도 광주시 도척면 노곡리 58-14,한국전기차충전서비스,1522-1782,37.30481922,127.331184,2020-10-06,5540000,경기도 광주시
청담추어정 광주점,주차장,경기도,별도확인,0:00,23:59,Y,N,AC완속,1,0,N,경기도 광주시 이배재로 276,경기도 광주시 목현동 108-2,제주전기자동차서비스,1670-2690,37.435524,127.2291014,2020-10-06,5540000,경기도 광주시
청담추어정 광주점,주차장,경기도,별도확인,0:00,23:59,Y,N,AC완속,1,0,N,경기도 광주시 이배재로 276,경기도 광주시 목현동 108-2,제주전기자동차서비스,1670-2690,37.435524,127.2291014,2020-10-06,5540000,경기도 광주시
광주 소망교회,입구주차장,경기도,별도확인,9:00,18:00,Y,N,AC완속,1,0,Y,경기도 광주시 이배재로 179-32,경기도 광주시 목현동 25-47,이카플러그,1833-4577,37.42953066,127.2342211,2020-10-06,5540000,경기도 광주시
광주 소망교회,입구주차장,경기도,별도확인,9:00,18:00,Y,N,AC완속,1,0,Y,경기도 광주시 이배재로 179-32,경기도 광주시 목현동 25-47,이카플러그,1833-4577,37.42953066,127.2342211,2020-10-06,5540000,경기도 광주시
안양시청,경기도 안양시 동안구 시민대로 235,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 안양시 동안구 시민대로 235,-,한국전기차충전서비스,1522-1782,37.39429845,126.9568605,2020-08-11,3830000,경기도 안양시
안양시 이마트(평촌점),경기도 안양시 동안구 시민대로 300  본관4층 A구역,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 안양시 동안구 시민대로 300 본관4층 A구역,-,포스코ICT,1600-4047,37.3947296,126.9637071,2020-08-11,3830000,경기도 안양시
안양시 이마트(평촌점),경기도 안양시 동안구 시민대로 300  본관4층 A구역,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 안양시 동안구 시민대로 300 본관4층 A구역,-,포스코ICT,1600-4047,37.3947296,126.9637071,2020-08-11,3830000,경기도 안양시
안양시 평촌오비즈타워,경기도 안양시 동안구 벌말로 126  B3층 66 구역,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 안양시 동안구 벌말로 126 B3층 66 구역,-,포스코ICT,1600-4047,37.3998388,126.9699304,2020-08-11,3830000,경기도 안양시
안양시 평촌오비즈타워,경기도 안양시 동안구 벌말로 126  B3층 66 구역,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 안양시 동안구 벌말로 126 B3층 66 구역,-,포스코ICT,1600-4047,37.3998388,126.9699304,2020-08-11,3830000,경기도 안양시
안양시 안양감리교회교육관,경기도 안양시 동안구 전파로 87 주차장입구 오른쪽 끝,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 안양시 동안구 전파로 87 주차장입구 오른쪽 끝,-,포스코ICT,1600-4047,37.3902495,126.9426352,2020-08-11,3830000,경기도 안양시
성남시 이마트 에브리데이(서판교점),1층 주차장,경기도,없음,0:00,23:59,Y,N,AC완속,1,,Y,경기도 성남시 분당구 운중로277번길 45,경기도 성남시 분당구 판교동 620,차지비,,37.39026056,127.0902041,2020-06-30,3780000,경기도 성남시
야탑1동주민센터,주차장,경기도,없음,9:00,18:00,Y,N,AC완속,1,,N,경기도 성남시 분당구 장미로86번길 18 (야탑동),경기도 성남시 분당구 야탑동 363,에버온,,37.41204957,127.1302352,2020-06-30,3780000,경기도 성남시
성남시 분당동주민센터,주차장,경기도,없음,9:00,18:00,Y,N,AC완속,1,,N,경기도 성남시 분당구 장안로 37,경기도 성남시 분당구 분당동 90-2,차지비,,37.37024863,127.1433264,2020-06-30,3780000,경기도 성남시
분당구 미켈란쉐르빌,주차장,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 100,경기도 성남시 분당구 정자동 180,이카플러그,,37.35873547,127.1074863,2020-06-30,3780000,경기도 성남시
분당구 미켈란쉐르빌,주차장,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 100,경기도 성남시 분당구 정자동 180,이카플러그,,37.35873547,127.1074863,2020-06-30,3780000,경기도 성남시
분당구 미켈란쉐르빌,주차장,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 100,경기도 성남시 분당구 정자동 180,이카플러그,,37.35873547,127.1074863,2020-06-30,3780000,경기도 성남시
분당구 미켈란쉐르빌,주차장,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 100,경기도 성남시 분당구 정자동 180,이카플러그,,37.35873547,127.1074863,2020-06-30,3780000,경기도 성남시
분당구 미켈란쉐르빌,주차장,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 100,경기도 성남시 분당구 정자동 180,이카플러그,,37.35873547,127.1074863,2020-06-30,3780000,경기도 성남시
분당구 미켈란쉐르빌,주차장,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 100,경기도 성남시 분당구 정자동 180,이카플러그,,37.35873547,127.1074863,2020-06-30,3780000,경기도 성남시
분당구 미켈란쉐르빌,주차장,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 100,경기도 성남시 분당구 정자동 180,이카플러그,,37.35873547,127.1074863,2020-06-30,3780000,경기도 성남시
분당구 미켈란쉐르빌,주차장,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 100,경기도 성남시 분당구 정자동 180,이카플러그,,37.35873547,127.1074863,2020-06-30,3780000,경기도 성남시
분당구 미켈란쉐르빌,주차장,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 100,경기도 성남시 분당구 정자동 180,이카플러그,,37.35873547,127.1074863,2020-06-30,3780000,경기도 성남시
분당구 미켈란쉐르빌,주차장,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 100,경기도 성남시 분당구 정자동 180,이카플러그,,37.35873547,127.1074863,2020-06-30,3780000,경기도 성남시
정방동문화의집,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 동부로12번길 11,,제주특별자치도,1899-8852,33.2465421,126.5702672,2020-06-30,6500000,제주특별자치도
정자동2차푸르지오시티,B4F 전기실 앞 C01 기둥옆,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 197,경기도 성남시 분당구 정자동 16-2,이카플러그,,37.36802863,127.1055217,2020-06-30,3780000,경기도 성남시
정자동2차푸르지오시티,B4F 전기실 앞 C01 기둥옆,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 197,경기도 성남시 분당구 정자동 16-2,이카플러그,,37.36802863,127.1055217,2020-06-30,3780000,경기도 성남시
정자동2차푸르지오시티,B4F 전기실 앞 C01 기둥옆,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,경기도 성남시 분당구 정자일로 197,경기도 성남시 분당구 정자동 16-2,이카플러그,,37.36802863,127.1055217,2020-06-30,3780000,경기도 성남시
청솔마을 화인아파트,정문출입구 30M 전방 중앙지하주차장 B1층 왼쪽 A16 기둥뒤,경기도,없음,0:00,23:59,Y,N,AC완속,1,,N,"경기도 성남시 분당구 정자일로 46 (금곡동, 청솔마을화인아파트)",경기도 성남시 분당구 금곡동 180,케이티,,37.35448008,127.1063154,2020-06-30,3780000,경기도 성남시
동서울대학교,지하주차장 1층 G1(산 42),경기도,없음,0:00,23:59,N,Y,DC차데모+DC콤보,,1,Y,경기도 성남시 수정구 복정로 76,경기도 성남시 수정구 복정동 산 42,이카플러그,,37.4597345,127.1272977,2020-06-30,3780000,경기도 성남시
홈플러스 안양점,"경기도 안양시 동안구 엘에스로 92 , 지하주차장 2층 D1 구역(호계동 555-9)",경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상,0,1,N,"경기도 안양시 동안구 엘에스로 92 , 지하주차장 2층 D1 구역(호계동 555-9)",-,환경부(한국자동차환경협회),1661-9408,37.37161216,126.9514319,2020-08-11,3830000,경기도 안양시
안양시청,경기도 안양시 동안구 관앙동 1590,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 안양시 동안구 관앙동 1590,-,환경부(한국자동차환경협회),1661-9408,37.3940799,126.9569764,2020-08-11,3830000,경기도 안양시
관악역 3환승 공영주차장,경기도 안양시 만안구 석수1동 110-26  입구 맨끝 왼쪽,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 안양시 만안구 석수1동 110-26 입구 맨끝 왼쪽,-,환경부(한국자동차환경협회),1661-9408,37.4186319,126.910092,2020-08-11,3830000,경기도 안양시
만안구청,경기도 안양시 만안구 안양동 530  구청 건물입구 앞,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 안양시 만안구 안양동 530 구청 건물입구 앞,-,환경부(한국자동차환경협회),1661-9408,37.3864723,126.9324215,2020-08-11,3830000,경기도 안양시
동안구청,경기도 안양시 동안구 동안로 158,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 안양시 동안구 동안로 158,-,환경부(한국자동차환경협회),1661-9408,37.39251223,126.9512106,2020-08-11,3830000,경기도 안양시
안양지사,경기도 안양시 동안구 귀인로 59,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 안양시 동안구 귀인로 59,-,한국전력,031-450-2246,37.3836732,126.947052,2020-08-11,3830000,경기도 안양시
안양지사,경기도 안양시 동안구 귀인로 59,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 안양시 동안구 귀인로 59,-,한국전력,031-450-2246,37.3836732,126.947052,2020-08-11,3830000,경기도 안양시
홈플러스 평촌점,경기도 안양시 동안구 동안로 162,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 안양시 동안구 동안로 162,-,한국전력,031-450-2246,37.39326876,126.9504287,2020-08-11,3830000,경기도 안양시
평촌지하주차장,경기도 안양시 동안구 시민대로 238 지하2층(동안구 관양동 1591-5),경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 안양시 동안구 시민대로 238 지하2층(동안구 관양동 1591-5),-,한국전기차충전서비스,1522-1782,37.3922914,126.9580406,2020-08-11,3830000,경기도 안양시
평촌지하주차장,경기도 안양시 동안구 시민대로 238 지하2층(동안구 관양동 1591-5),경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 안양시 동안구 시민대로 238 지하2층(동안구 관양동 1591-5),-,한국전기차충전서비스,1522-1782,37.3922914,126.9580406,2020-08-11,3830000,경기도 안양시
롯데식품관 평촌점,경기도 안양시 동안구 시민대로160번길 20,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 안양시 동안구 시민대로160번길 20,-,한국전기차충전서비스,1522-1782,37.3885725,126.950111,2020-08-11,3830000,경기도 안양시
안양시청,경기도 안양시 동안구 시민대로 235,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 안양시 동안구 시민대로 235,-,한국전기차충전서비스,1522-1782,37.39429845,126.9568605,2020-08-11,3830000,경기도 안양시
용산면사무소,용산면사무소 공용주차장,충청북도,연중무휴,0:00,24:00:00,N,Y,"DC차데모,AC3상,DC콤보",0,1,N,충청북도 영동군 용산면 용산로 324,,한국자동차환경협회,1661-9408,36.25969913,127.8295002,2020-07-02,4440000,충청북도 영동군
황간면사무소,황간면사무소 공용주차장,충청북도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,2,N,충청북도 영동군 황간면 남성2길 11,,한국자동차환경협회,1661-9408,36.228423,127.9104413,2020-07-02,4440000,충청북도 영동군
난계국악박물관,난계국악박물관 주차장,충청북도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,2,N,충청북도 영동군 심천면 국악로 9,,한국자동차환경협회,1661-9408,36.210174,127.704905,2020-07-02,4440000,충청북도 영동군
학산면사무소,학산면사무소 공용주차장,충청북도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,2,N,충청북도 영동군 학산면 서산로 76,,한국자동차환경협회,1661-9408,36.09940677,127.684801,2020-07-02,4440000,충청북도 영동군
과일나라테마공원,과일나라테마공원 주차장,충청북도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,2,N,충청북도 영동군 매천리 33-1,,한국자동차환경협회,1661-9408,36.160738,127.792214,2020-07-02,4440000,충청북도 영동군
영동군보건소,영동군보건소주차장,충청북도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,2,N,충청북도 영동군 매천리 444-1,,한국자동차환경협회,1661-9408,36.168633,127.775982,2020-07-02,4440000,충청북도 영동군
영동체육관,영동체육관주차장,충청북도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,2,N,충청북도 영동군 매천리 322-19,,한국자동차환경협회,1661-9408,36.165032,127.782867,2020-07-02,4440000,충청북도 영동군
